Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
BC Timber Sales Branch ,Prince George ,PL24TGC007 - Summer Tree Planting in the Robson Valley,PL24TGC007,Invitation to Tender,2022-11-09,1,2022-12-08,Future Roots Reforestation,Barriere,British Columbia,Canada,260857.09,2022-12-15
Procurement Services Branch ,Ministry of Municipal Affairs,Req 16353 - Electric Refuse Truck,5074595,Invitation to Quote,2022-10-24,1,2022-11-03,PACIFIC COAST HEAVY TRUCK GROUP,Barriere,British Columbia,Canada,825390,2022-11-24
"Ministry of Land, Water and Resource Stewardship",,Strategic Advisor for Atlin Taku Land Use Plan implementation ,7156,Request for Proposal,2022-09-21,0,2022-10-21,Willem Oliemans,Smithers,British Columbia,Canada,30000,2022-11-21
Procurement Services Branch ,Ministry of Environment and Climate Change Strategy,BC BID - Ice Machine,9287,Invitation to Quote,2022-11-17,0,2022-11-17,VWR INTERNATIONAL CO.,Toronto,Ontario,Canada,8206.78,2022-11-28
Procurement Services Branch ,Ministry of Environment and Climate Change Strategy,req 38916 - Mill Mixer,5074673,Invitation to Quote,2022-11-01,3,2022-11-14,VWR INTERNATIONAL CO.,Toronto,Ontario,Canada,15050.2,2022-12-14
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Roserim (2019) Nursery Ltd. BG 001,002,095",100 Mile House,British Columbia,Canada,"$105,116.00",2022/11/21
Ministry of Forests,Ministry of Forests,Lone Butte Interface Fuel Break - 100 Mile House NR District,OP23DMH012,ITT,2022/08/25,2,2022/09/29,Cole Forest Consultants Ltd.,100 Mile House,British Columbia,Canada,"$206,365.50",2022/10/03
Procurement Services Branch ,"Ministry of Land, Water and Resource Stewardship",Jira product renewals,5074482,Invitation to Quote,2022-10-10,1,2022-10-19,Highway Three Solutions Ltd.,Victoria,British Columbia,Canada,95727.55,2022-10-21
Procurement Services Branch ,Ministry of Transportation and Infrastructure,BC BID - ITQ for renewal of Jira Licensing. Expiration of curren,9502,Invitation to Quote,2022-11-22,0,2022-11-22,Highway Three Solutions Ltd.,Victoria,British Columbia,Canada,143444.51,2022-11-25
Procurement Services Branch ,Corporate Services for the Natural Resource Sector ,"Req 53588 - Side by Side Utility Vehicle (Tappen, BC)",6706,Invitation to Quote,2022-09-08,0,2022-09-19,Shuswap Xtreme Recreation,Salmon Arm,British Columbia,Canada,19265.89,2022-11-07
Procurement Services Branch ,Ministry of Forests,"Req 53588 - Side by Side Utility Vehicle (Tappen, BC)",6706,Invitation to Quote,2022-09-08,0,2022-09-19,Shuswap Xtreme Recreation,Salmon Arm,British Columbia,Canada,19265.89,2022-11-07
Product Distribution Centre ,,"PDC requires a consistent and reliable supply of warehouse supplies. The Goods covered by the opportunity are  cardboard boxes of various dimensions used in packaging and shipping, packaging t",6000078398,Request for Standing Arrangement,2022-12-29,,,The Great Little Box Company,Richmond,British Columbia,Canada,167000,2022-12-15
Procurement Services Branch ,Ministry of Environment and Climate Change Strategy,Req 38829- Type 2 picnic table bases (QTY35),5074471,Invitation to Quote,2022-10-20,1,2022-10-31,TXN Installations Ltd.,Invermere,British Columbia,Canada,40950,2022-11-03
Procurement Services Branch ,Vancouver Island/Coast,Req 38829- Type 2 picnic table bases (QTY35),5074471,Invitation to Quote,2022-10-20,1,2022-10-31,TXN Installations Ltd.,Invermere,British Columbia,Canada,40950,2022-11-03
BC Timber Sales Branch ,,Mechanical Site Prep - Grand Forks,SP24TFF002A,Invitation to Tender,2022-12-13,,,Broken Branch Contracting Ltd.,Lumby,British Columbia,Canada,97393.2,2022-12-13
"Ministry of Land, Water and Resource Stewardship",Information Innovation & Technology  ,INTEGRATED PETROLEUM SYSTEM AND EPAYMENTS,6813,Request for Proposal,2022-09-08,1,2022-10-14,WIDCAD SYSTEMS,Victoria,British Columbia,Canada,200000,2022-11-01
"Ministry of Land, Water and Resource Stewardship","Ministry of Energy, Mines and Low Carbon Innovation",INTEGRATED PETROLEUM SYSTEM AND EPAYMENTS,6813,Request for Proposal,2022-09-08,1,2022-10-14,WIDCAD SYSTEMS,Victoria,British Columbia,Canada,200000,2022-11-01
BC Timber Sales Branch ,Prince George ,PL24TGE002 - Summer Tree Planting in the Mackenzie District,PL24TGE002,Invitation to Tender,2022-11-07,0,2022-12-06,Coast Range Contracting Ltd.,Vernon,British Columbia,Canada,519085.83,2022-12-20
BC Timber Sales Branch ,Prince George ,PL24TGC005 - 2023 Tree Planting PG Spring and Summer,PL24TGC005,Invitation to Tender,2022-11-03,1,2022-12-01,Coast Range Contracting Ltd.,Vernon,British Columbia,Canada,770382.69,2022-12-15
Ministry of Agriculture and Food,,Regenerative Grazing Practices School,7694,Request for Proposal,2022-10-07,1,2022-11-10,Percy Folkard,Sorrento,British Columbia,Canada,30000,2022-12-01
Ministry of Environment and Climate Change Strategy,,Paul Lake Provincial Park Water System Design,CP23KAE050,Request for Proposal,2022-09-16,0,2022-10-21,ECORA ENGINEERING & RESOURCE GROUP LTD.,Kelowna,British Columbia,Canada,61278.28,2022-11-08
Procurement Services Branch ,Ministry of Transportation and Infrastructure,Req 113 - Lease of ten portable DMS signs for the PMB and AFB,5074814,Invitation to Quote,2022-11-07,0,2022-11-17,Barricades And Signs Ltd.,Langley,British Columbia,Canada,9250,2022-11-23
Procurement Services Branch ,Attorney General,Cisco Room Bars,5077500,Invitation to Quote,2022-11-24,0,2022-12-06,Charter,Victoria,British Columbia,Canada,435587.2,2022-12-15
Ministry of Finance,  Information Management & Strategic Initiatives ,PETRINEX PROJECT DIRECTOR,6876,Request for Proposal,2022-09-12,1,2022-10-18,GetSmart Solutions Inc,Victoria,British Columbia,Canada,500000,2022-11-01
Ministry of Public Safety and Solicitor General and Emergency Management BC,,ERASE Guns & Gangs Programming ,6962,Notice of Intent (BPS),2022-12-05,,,Safer Schools Together,Surrey,British Columbia,Canada,396000,2022-10-01
Product Distribution Centre ,,Tracoe Products,8915,Contract Award Notice,2022-11-08,0,2022-11-08,CHS,Oakville,Ontario,Canada,10962.82,2022-11-08
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",SMMINI-A Song Meters - Wildlife Acoustics - 82 with req,5080426,Invitation to Quote,2022-12-15,0,2022-12-15,Wildlife Acoustics Inc.,Nanaimo,British Columbia,Canada,42985.39,2022-12-16
Procurement Services Branch ,Ministry of Children and Family Development,Req 47484 - 53 units 2023 Outlander PHEV LE S-AWC (Plug-In Hybrid Electric Vehicle) NWP Selector code B3-4-PHEV,5075562,Invitation to Quote,2022-10-25,0,2022-10-25,"MITSUBISHI MOTOR SALES OF CANADA, INC.",Mississauga,British Columbia,Canada,2748050,2022-10-25
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",FY23 FOR MITSUBISHI OUTLANDER PHEV WHITE VE100992FY22 Replacemen,5077465,Invitation to Quote,2022-11-08,1,2022-11-08,"MITSUBISHI MOTOR SALES OF CANADA, INC.",Mississauga,British Columbia,Canada,51875,2022-11-22
Procurement Services Branch ,Ministry of Citizens' Services,SAP Architecture and Application Support,RFP5983,Request for Proposal,2022-08-22,0,2022-09-21,Focus Consulting,Victoria,British Columbia,Canada,2250000,2022-10-13
"Ministry of Land, Water and Resource Stewardship",,"UPGRADE, ENHANCEMENTS, MAINTENANCE AND TROUBLESHOOTING FOR WEBADE AND ADAM",7709,Request for Proposal,2022-10-06,1,2022-11-15,Vivid Solutions,Victoria,British Columbia,Canada,100000,2022-12-02
BC Timber Sales Branch ,Prince George ,PL24TGE003 - Summer Tree Planting in the Mackenzie District,PL24TGE003,Invitation to Tender,2022-11-10,0,2022-12-13,Blue Collar Silviculture Ltd,Quesnel,British Columbia,Canada,1045538.8,2022-12-13
Procurement Services Branch ,Ministry of Public Safety and Solicitor General and Emergency Management BC,Req 8423-Dodge Ram 1500 Classic or equivalent,9632,Invitation to Quote,2022-11-24,0,2022-11-24,Northland Dodge Chrysler,Prince George,British Columbia,Canada,119446,2022-12-12
Procurement Services Branch ,Enforcement Program / Conservation Officer Service ,Req 38661 - Supply and Install 150 HP Outboard Motor and Controls,11471,Invitation to Quote,2022-12-21,0,2022-12-21,Banner Receration and Marine,Vernon,British Columbia,Canada,30312.05,2022-12-21
"Ministry of Energy, Mines and Low Carbon Innovation",,"CleanBC Energy Coach, Better Homes and Better Buildings Website and PQEA Administration",4547,Request for Proposal,2022-07-29,0,2022-08-31,Summerhill,Toronto,Ontario,Canada,1566560,2022-10-25
Procurement Services Branch ,"ADM, CSNR & EFO for FLNR ",Req 53769 - Supply and Deliver 1 (one) Skid Steer Loader,7228,Invitation to Quote,2022-09-22,0,2022-10-03,Nor-Val Equipment Sales ,Armstrong,British Columbia,Canada,110507.43,2022-11-14
Procurement Services Branch ,Ministry of Forests,Req 53769 - Supply and Deliver 1 (one) Skid Steer Loader,7228,Invitation to Quote,2022-09-22,0,2022-10-03,Nor-Val Equipment Sales ,Armstrong,British Columbia,Canada,110507.43,2022-11-14
Ministry of Forests,Williams Lake ,RFP TO DEVELOP A WRITTEN TACTICAL PLAN FOR WILDFIRE CTION FOR THE FOX MOUNTAIN AND SOUTH LAKESIDE AREAS,7216,Request for Proposal,2022-09-22,0,2022-11-17,Forsite Consultants ,Salmon Arm,British Columbia,Canada,74905,2022-11-24
Procurement Services Branch ,Ministry of Transportation and Infrastructure,Req 114 - Motorola 45w Digital / Analog VHF Mobile & Microphone,5074982,Invitation to Quote,2022-11-16,0,2022-11-28,Victoria Mobile Radio Ltd.,Victoria,British Columbia,Canada,29400,2022-12-20
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Req 54169 - Design, Fabricate, and Supply bridge components (Port Alberni)  (***Requote with specification changes***)",9277,Invitation to Quote,2022-11-17,0,2022-11-28,Surespan Structures Ltd.,Duncan,British Columbia,Canada,46706.19,2022-12-21
Procurement Services Branch ,Audit and Investigations Branch ,"Plantronics Voyager Focus, Poly Savi Headset and Polycom VOIP Phone ",5072402,Invitation to Quote,2022-10-06,0,2022-10-17,TELUS,Burnaby,British Columbia,Canada,917884.98,2022-10-21
Procurement Services Branch ,Finance and Corporate Services ,"Plantronics Voyager Focus, Poly Savi Headset and Polycom VOIP Phone ",5072402,Invitation to Quote,2022-10-06,0,2022-10-17,TELUS,Burnaby,British Columbia,Canada,917884.98,2022-10-21
Royal British Columbia Museum,Royal British Columbia Museum,Collection Management System Replacement,CRB CMS 2023 05,RFP,2022/07/04,6,2022/07/06,SKINsoft,25000 Besancon,,,"$374,025.00",2022/11/21
Procurement Services Branch ,Ministry of Health,"Plantronics Voyager Focus, Poly Savi Headset and Polycom VOIP Phone ",5072402,Invitation to Quote,2022-10-06,0,2022-10-17,TELUS,Burnaby,British Columbia,Canada,917884.98,2022-10-21
Ministry of Citizens' Services,Workplace Development Services ,Feasibility Study and Options Analysis 211 Gore Complex,6086,Request for Proposal,2022-08-24,4,2022-09-29,MCCUAIG & ASSOCIATES ENGINEERING,Burnaby,British Columbia,Canada,113395,2022-11-03
Ministry of Forests,Recreation Sites and Trails BC ,RFP - West Kettle Valley River - KV-005  Assessment and Repair Design Contract EN23474044 ,7892 EN23474044,Request for Proposal,2022-10-13,1,2022-11-10,Klohn Crippen Berger Ltd,Vancouver,British Columbia,Canada,87205,2022-11-28
Ministry of Forests,Recreation Sites and Trails BC ,RFP - West Kettle Valley River - KV-005  Assessment and Repair Design Contract EN23474044 ,7892 EN23474044,Request for Proposal,2022-10-13,1,2022-11-10,Klohn Crippen Berger Ltd,Vancouver,British Columbia,Canada,87205,2022-11-25
Ministry of Forests,Southern Engineering Group ,RFP - West Kettle Valley River - KV-005  Assessment and Repair Design Contract EN23474044 ,7892 EN23474044,Request for Proposal,2022-10-13,1,2022-11-10,Klohn Crippen Berger Ltd,Vancouver,British Columbia,Canada,87205,2022-11-25
Ministry of Forests,Southern Engineering Group ,RFP - West Kettle Valley River - KV-005  Assessment and Repair Design Contract EN23474044 ,7892 EN23474044,Request for Proposal,2022-10-13,1,2022-11-10,Klohn Crippen Berger Ltd,Vancouver,British Columbia,Canada,87205,2022-11-28
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),"Flow Cytometry Equipment, Consumables and Services",PHSA 03012,RFP,2021/07/07,4,2021/07/30,Becton Dickinson Canada Inc,Mississauga,,,"$1,400,000.00",2022/11/14
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),"Flow Cytometry Equipment, Consumables and Services",PHSA 03012,RFP,2021/07/07,4,2021/07/30,Beckman Coulter Canada LP.,Mississauga,,,"$9,074,043.10",2022/11/14
Ministry of Transportation and Infrastructure,,"AS & WHEN REQUIRED GEOTECHNICAL DRILLING SERVICES FOR HIGHWAY IMPROVEMENT, REHABILITATION, AND LANDSLIDE STABILIZATION PROJECTS",NR2022-ENG-01,Request for Proposal,2022-10-24,,,Geotech Drilling Services,Prince George,British Columbia,Canada,3000000,2022-10-10
Ministry of Transportation and Infrastructure,,2022 SIR EDRMS RECORDS PROJECT,447092022,Request for Proposal,2022-09-27,0,2022-10-05,Infra-Link Consulting Ltd.,Port Moody,British Columbia,Canada,200000,2022-11-01
Ministry of Environment and Climate Change Strategy,Clean Growth Branch ,"The Climate Action Secretariat is seeking a Contractor to support with research, design and implementation of digital services.",GS23CASCPI0003MY,Request for Proposal,2022-09-15,0,2022-10-16,Button,Victoria,British Columbia,Canada,750000,2022-11-01
City of Vancouver,City of Vancouver,FOR THE PROVISION OF WARMING CENTRE OPERATORS,RFP#PS20210724,RFP,2021/07/12,0,2021/08/05,Lookout Housing and Health Society,New Westminster,,,"$170,000.00",2022/11/09
Procurement Services Branch ,Finance and Citizens Services,"Software Maintenance Renewal for the period March 20, 2023, to March 19, 2024",5078547,Invitation to Quote,2022-11-29,0,2022-12-12,CODEWORK INC,Ottawa,Ontario,Canada,79300,2022-12-14
Procurement Services Branch ,Attorney General,Metal Enclosures - 31 inches & 24 inches,5077538,Invitation to Quote,2022-11-14,1,2022-11-24,Carlisle Services Ltd.,Fanny Bay,British Columbia,Canada,33797.68,2022-12-12
"Ministry of Land, Water and Resource Stewardship",,Helicopter-Based Wolf Capture and Collaring - Fort Nelson,9398,Request for Proposal,2022-11-21,0,2022-11-29,Bailey Helicopters,Fort St John,British Columbia,Canada,203800,2022-11-30
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TEK418 - 610 Rd Bridge Installation - 100 Mile House TSA,EN23TEK418,ITT,2022/10/11,3,2022/10/14,Boreal West Forestry Ltd.,70 Mile House,British Columbia,Canada,"$138,350.00",2022/10/26
Ministry of Environment and Climate Change Strategy,Land Remediation Section - Victoria ,Jurisdictional Scan and Reporting Services,4074,Request for Proposal,2022-07-14,0,2022-09-05,Millennium EMS Solutions Ltd.,Calgary,Alberta,Canada,49590,2022-10-10
Procurement Services Branch ,Avalanche & Weather Programs ,Mountain Snowmobile - BRP Ski-doo 850cc 165-175 track with 3 inch paddles,9963,Invitation to Quote,2022-12-02,0,2022-12-02,Valley Chainsaw & Recreational Ltd.,Pemberton,British Columbia,Canada,17849,2022-12-09
Procurement Services Branch ,Construction & Maintenance Branch ,Mountain Snowmobile - BRP Ski-doo 850cc 165-175 track with 3 inch paddles,9963,Invitation to Quote,2022-12-02,0,2022-12-02,Valley Chainsaw & Recreational Ltd.,Pemberton,British Columbia,Canada,17849,2022-12-09
Procurement Services Branch ,Ministry of Transportation and Infrastructure,Mountain Snowmobile - BRP Ski-doo 850cc 165-175 track with 3 inch paddles,9963,Invitation to Quote,2022-12-02,0,2022-12-02,Valley Chainsaw & Recreational Ltd.,Pemberton,British Columbia,Canada,17849,2022-12-09
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,Tolko Industries Ltd.- Eagle Rock Nursery BG 112,Armstrong,British Columbia,Canada,"$25,107.50",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,Purple Springs Reforestation Inc. BG 087,Armstrong,British Columbia,Canada,"$109,571.00",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"Purple Springs Reforestation Inc. BG029,042",Armstrong,British Columbia,Canada,"$45,100.00",2022/10/31
City of Richmond,City of Richmond,Garbage and Cardboard Containers and Collection Services at City,8058P,RFP,2022/04/28,0,2022/05/26,Super Save Group of Companies,Langley,,,"$585,829.02",2022/11/01
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"PRTSum34,35,40,42,80,81,84,110,118,122,133,135,136,139,140142159",Beaverlodge,Alberta,Canada,"$946,061.27",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"Sylvan Vale Nursery Ltd. BG 006,007,009",Black Creek,British Columbia,Canada,"$139,365.05",2022/11/21
Procurement Services Branch ,BC Wildfire Service ,UTV Mounted High-Capacity Sprinkler Deployment System with Custom Trailer Specs,5073477,Invitation to Quote,2022-10-13,0,2022-11-08,Trident Pump Inc.,Athabasca,Alberta,Canada,1162400,2022-11-15
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",BCBID - UTV Mounted High-Capacity Sprinkler Deployment System wi,5073477-1,Invitation to Quote,2022-11-24,0,2022-11-24,Trident Pump Inc.,Athabasca,Alberta,Canada,1162400,2022-11-15
Procurement Services Branch ,Provincial Equipment Depot - Chilliwack ,UTV Mounted High-Capacity Sprinkler Deployment System with Custom Trailer Specs,5073477,Invitation to Quote,2022-10-13,0,2022-11-08,Trident Pump Inc.,Athabasca,Alberta,Canada,1162400,2022-11-15
Ministry of Agriculture and Food,,B.C. Seafood Processing Capacity Assessment,6118,Request for Proposal,2022-08-19,0,2022-09-14,GSGislason & Associates Ltd.,Vancouver,British Columbia,Canada,99800,2022-10-19
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tree Planting - Revelstoke,PL24TKR002,ITT,2022/10/25,2,2022/11/22,Evergreen Forest Services Ltd.,Campbell River,British Columbia,Canada,"$333,081.88",2022/12/09
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Planting - Golden,PL24TKR003,ITT,2022/10/25,2,2022/11/23,Evergreen Forest Services Ltd.,Campbell River,British Columbia,Canada,"$385,724.50",2022/12/09
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFF001 - TKO - Spring-Summer Tree Planting - Boundary ,PL24TFF001,ITT,2022/09/29,0,2022/10/27,Evergreen Forest Services Ltd.,Campbell River,British Columbia,Canada,"$937,276.77",2022/11/03
BC Timber Sales - Contracts,BC Timber Sales - Contracts,At Risk Ecological Communities Program Development,CS2383R005,ITT,2022/09/07,0,2022/09/27,Ranger Forest Services,Campbell River,British Columbia,Canada,"$17,475.00",2022/10/25
Ministry of Forests,Ministry of Forests,Road Deactivation Services in the Selkirk Forest District,EN23DSE009,ITT,2022/09/12,0,2022/09/27,Caliber Bridge and Design Ltd,Campbell River,British Columbia,Canada,"$105,000.00",2022/10/17
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,E.C. Manning Park - 20 minute lake trail upgrades,MANNING 2022 - 02,ITT,2022/09/06,1,2022/09/14,GBF Technical Forestry Inc DBA Outpost Trail Management,Chilliwack,British Columbia,Canada,"$35,440.00",2022/10/25
Ministry of Forests,Ministry of Forests,FLNRORD Uniform Pants and Belts ,ON-003762,RFP,2022/04/13,3,2022/04/21,Joint Force Tactical,Chilliwack,British Columbia,Canada,"$110,000.00",2022/10/25
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,E.C. Manning Park - Lightning Lake Day Use & Campground upgrades,MANNING 2022-01,ITT,2022/09/06,1,2022/09/14,House 2 Home Landscaping DBA Rimfire Excavating,Chilliwack,British Columbia,Canada,"$718,449.00",2022/09/30
Vancouver Island University,Vancouver Island University,Excavators for HEO Program,2021-5105,NRFP,2021/07/16,1,2021/07/22,Inland Kenworth,Nanaimo,,,"$210,280.00",2022/10/27
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Mechanical Site Preparation - Deep Ripping - QTSA,SP23TLE006,ITT,2022/09/26,3,2022/10/18,Bolster Enterprises Ltd.,Clinton,British Columbia,Canada,"$213,226.00",2022/11/01
Ministry of Forests,Ministry of Forests,Operation of Cowichan Lake Recreation Sites ,PA23-DSI-001,RFP,2021/11/25,1,2021/12/07,Silvifor Resource Consultants Ltd.,Cobble Hill,British Columbia,Canada,$0.00,2022/12/22
Ministry of Forests,Ministry of Forests,"Legal survey services, Alert Bay",49706353,ITQ,2021/11/16,0,2021/12/06,Underhill Geomatics Ltd.,Courtenay,British Columbia,Canada,"$5,650.00",2022/12/12
Ministry of Forests,Ministry of Forests,Wildfire Risk Reduction (WRR) - Mechanical Fuel Reduction,FS23DRM002,ITT,2022/10/20,0,2022/11/04,Skookumchuck Pulp Inc.,Cranbrook,British Columbia,Canada,"$640,073.00",2022/11/07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN23TFD013 Rd & Bridge Construction Loki Face & Powder East FSRs,EN23TFD013,ITT,2022/10/11,1,2022/10/19,Rick Polzin Contracting Ltd.,Creston,British Columbia,Canada,"$1,362,005.00",2022/11/15
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"C2C Reforestation - Bonnyville Forest Nursery BG103,106,107",Edmonton,Alberta,Canada,"$330,556.60",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,"C2C Reforestation - Chinook 019,020,031,033,037,045,072",Edmonton,Alberta,Canada,"$775,813.50",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Tender 2023D – Outdoor Compound and Interior Greenhouse Species ,2023D,ITT,2022/10/21,3,2022/11/03,C2C Reforestation - Red Rock Forest Nursery BG 104,Edmonton,Alberta,Canada,"$169,785.00",2022/11/21
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"C2C Reforestation - Chinook BG 010,024",Edmonton,Alberta,Canada,"$724,950.60",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"C2C Reforestation - Red Rock Forest Nursery BG 008,009",Edmonton,Alberta,Canada,"$1,123,298.00",2022/10/31
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,"C2C Reforestation - Tremel Greenhouses BG 012,015",Edmonton,Alberta,Canada,"$446,776.00",2022/10/31
Provincial Health Services Authority (Incl. BCCSS),Provincial Health Services Authority (Incl. BCCSS),RFP MASTER DATA / PRODUCT INFORMATION MANAGEMENT SOLUTION ,PHSA 03905,RFP,2021/12/10,2,2022/01/10,Informatica LLC,Redwood City,,,"$3,500,000.00",2022/10/24
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Forest Seedling Production 2023,2023C,ITT,2022/10/07,3,2022/10/17,C2C Reforestation - Bonnyville BG 019,Edmonton,Alberta,Canada,"$619,974.30",2022/10/31
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Req 54355 - CHAINSAWS, STIHL MODEL MS 362 - AS PER SPECIFICATIONS",5074970,Invitation to Quote,2022-11-16,0,2022-11-28,Cascade Supply & Marine LTD,Kelowna,British Columbia,Canada,172000,2022-12-29
Procurement Services Branch ,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Req 54354 - CHAINSAWS, HUSQVARNA MODEL 562XP AS PER SPECIFICATIONS",5074967,Invitation to Quote,2022-11-16,0,2022-11-28,Cascade Supply & Marine LTD,Kelowna,British Columbia,Canada,170000,2022-12-29
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Maxan Gravelling and Road Construction,EN23TAH3404,ITT,2022/09/20,1,2022/09/28,Andy Meints Contracting Ltd,Houston,Texas,United States,"$105,780.82",2022/10/18
BC Timber Sales - Contracts,BC Timber Sales - Contracts,EN22TEF641 -Pasayten FSR Construction/Bridge Install–Cascades FT,EN22TEF641,ITT,2021/11/15,2,2021/11/25,Deverell Contracting Ltd.,Kamloops,British Columbia,Canada,"$342,173.05",2022/12/15
Ministry of Forests,Ministry of Forests,Road Survey & Designs for Road Upgrades/Realignment on Clrwtr,EN23474038,ITT,2022/08/30,0,2022/09/22,WSP E&I Canada Ltd.,Kamloops,British Columbia,Canada,"$28,615.00",2022/10/12
BC Timber Sales - Contracts,BC Timber Sales - Contracts,IM23TEC018-EMS Conformance Monitoring of BCTS’ Licensee Data,IM23TEC018,ITT,2022/08/24,2,2022/09/07,Cabin Resource Management Ltd,Kamloops,British Columbia,Canada,"$76,128.00",2022/10/03
BC Timber Sales - Contracts,BC Timber Sales - Contracts,Road Construction - BCTS White Lake and Ireland Operating Areas ,EN23TKJ060,ITT,2022/10/14,2,2022/10/18,Dig It Contracting Ltd.,Kelowna,British Columbia,Canada,"$342,380.21",2022/10/27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Gladstone Prov Park - Sandner Day Use Area & Marine Sites,GLADSTONE 2022-01,ITT,2022/09/01,0,2022/09/27,Momentum Mountain Solutions Ltd,Kimberley,British Columbia,Canada,"$298,000.00",2022/10/25
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Replacement of Glover Road Underpass,12523MJ0003,MOTITT,2022/09/27,4,2022/10/04,Tybo Contracting Ltd.,Langley,British Columbia,Canada,"$19,546,665.00",2022/10/13
Ministry of Forests,Ministry of Forests,Finlay - Chunamon 72km Bridge Installation,EN24PGN321,ITT,2022/11/15,1,2022/11/17,Platinum Stone Contracting Ltd.,Mission,British Columbia,Canada,"$650,677.00",2022/12/05
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFD001 - TKO - Tree Planting – Kootenay Lake ,PL24TFD001,ITT,2022/10/28,1,2022/11/03,West Arm Silviculture Inc.,Nelson,British Columbia,Canada,"$453,413.50",2022/11/16
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFH002-TKO-Tree Planting-Cranbrook (EK Field Team),PL24TFH002,ITT,2022/10/18,1,2022/11/08,West Arm Silviculture Inc.,Nelson,British Columbia,Canada,"$269,631.60",2022/11/16
BC Timber Sales - Contracts,BC Timber Sales - Contracts,SP23TFD016-TKO-Fire Crew Support Services(KLFT),SP23TFD016,ITT,2022/10/05,2,2022/10/13,Debri Resources Ltd.,Nelson,British Columbia,Canada,"$192,275.00",2022/11/07
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFG004 TKO Arrow North Tree Planting,PL24TFG004,ITT,2022/09/15,0,2022/10/18,Greenpeaks Resource Management Ltd.,Nelson,British Columbia,Canada,"$257,484.65",2022/10/20
BC Timber Sales - Contracts,BC Timber Sales - Contracts,PL24TFG001 TKO Arrow South Tree Planting ,PL24TFG001,ITT,2022/09/14,0,2022/10/12,West Arm Silviculture Inc.,Nelson,British Columbia,Canada,"$419,635.00",2022/10/19
